location,name,country,province,kg_n_per_year,passengers,year,country_code,name_en,kg_p_per_year
"64.66527778, 170.4141667",Markovo Airport,,,2.02972,2636,,,Markovo Airport,0.202972
"61.64166667, 50.83833333",Syktyvkar Airport,,,421.15458,546954,,,Syktyvkar Airport,42.115458
"67.98666667, 75.1",Yamburg Airport,,,31.98272,41536,,,Yamburg Airport,3.198272
"65.58, -170.9966667",Lavrentiya Airport,,,6.03372,7836,,,Lavrentiya Airport,0.603372
"53.36333333, 83.54166667",Barnaul Airport,,,396.31361,514693,,,Barnaul Airport,39.631361
"51.79578611, 55.45674444",Orenburg Tsentralny Airport,,,765.05198,993574,,,Orenburg Tsentralny Airport,76.505198
"51.67607222, 94.40515",Kyzyl Airport,,,68.38062,88806,,,Kyzyl Airport,6.838062
"63.02472222, 179.2961111",Beringovski Airport,,,2.34773,3049,,,Beringovski Airport,0.234773
"46.42694444, 30.67805556",Odesa International Airport,,,1022.81102,1328326,,,Odesa International Airport,102.281102
"42.81682222, 47.65229444",Uytash Airport,,,1563.13388,2030044,,,Uytash Airport,156.313388
"49.23972222, 28.61388889",Havryshivka Vinnytsia International Airport,,,0.37653,489,,,Havryshivka Vinnytsia International Airport,0.037653
"51.96666667, 85.83333333",Gorno-Altaysk Airport,,,240.16454,311902,,,Gorno-Altaysk Airport,24.016454
"47.86694444, 35.31583333",Zaporizhzhia International Airport,,,475.48886,617518,,,Zaporizhzhia International Airport,47.548886
"47.05805556, 31.92083333",Mykolaiv Airport,,,22.86592,29696,,,Mykolaiv Airport,2.286592
"64.735, 177.7416667",Ugolny Airport,,,84.78701,110113,,,Ugolny Airport,8.478701
"62.53416667, 114.0363889",Mirny Airport,,,207.43107,269391,,,Mirny Airport,20.743107
"55.56333333, 52.095",Begishevo Airport,,,495.86229,643977,,,Begishevo Airport,49.586229
"67.48833333, 63.99",Vorkuta Airport,,,10.67374,13862,,,Vorkuta Airport,1.067374
"56.38333333, 85.21166667",Bogashevo Airport,,,374.96305,486965,,,Bogashevo Airport,37.496305
"55.297886, 61.512207",Chelyabinsk Airport,,,1396.50126,1813638,,,Chelyabinsk Airport,139.650126
"48.88416667, 24.68611111",Ivano-Frankivsk International Airport,,,24.50987,31831,,,Ivano-Frankivsk International Airport,2.450987
"53.0708, 132.95",Ekimchan,,,3.45961,4493,,,Ekimchan,0.345961
"49.190735, 142.077703",Shakhtyorsk Airport,,,6.42719,8347,,,Shakhtyorsk Airport,0.642719
"57.785, 28.39833333",Pskov Airport,,,82.39,107000,,,Pskov Airport,8.239
"50.01333333, 15.73861111",Pardubice Airport,Czechia,Severovýchod,62.21292,80796,,CZ,Pardubice Airport,6.221292
"52.80583333, 41.48277778",Tambov Donskoye Airport,,,24.50602,31826,,,Tambov Donskoye Airport,2.450602
"48.04305556, 33.20694444",Kryvyi Rih International Airport,,,1.69092,2196,,,Kryvyi Rih International Airport,0.169092
"63.68305556, 66.68305556",Beloyarsk Airport,,,54.57683,70879,,,Beloyarsk Airport,5.457683
"69.78333333, 170.5966667",Pevek Airport,,,18.78107,24391,,,Pevek Airport,1.878107
"46.8869, 142.7237",Yuzhno-Sakhalinsk Airport,,,823.61279,1069627,,,Yuzhno-Sakhalinsk Airport,82.361279
"48.25888889, 25.98111111",Chernivtsi International Airport,,,4.91183,6379,,,Chernivtsi International Airport,0.491183
"66.35972222, -179.1094444",Zaliv Kresta Airport,,,7.10094,9222,,,Zaliv Kresta Airport,0.710094
"51.78388889, 143.1416667",Nogliki Airport,,,18.92275,24575,,,Nogliki Airport,1.892275
"48.36763333, 35.09365278",Dnipro International Airport,,,206.22833,267829,,,Dnipro International Airport,20.622833
"60.72055556, 114.8258333",Lensk Airport,,,25.31144,32872,,,Lensk Airport,2.531144
"56.5175, 21.09694444",Liepāja International Airport,Latvia,Latvija,0.077,100,,LV,Liepāja International Airport,0.0077
"60.43277778, -1.296111111",Scatsta Airport,,,0,0,,,Scatsta Airport,0
"53.690606, 127.090728",Zeya aerodrome,,,9.8637,12810,,,Zeya aerodrome,0.98637
"45.4276, 10.3306",Brescia Airport,Italy,Lombardia,4.19958,5454,,IT,Brescia Airport,0.419958
"56.4271, 138.0418",Munuk Airport,,,2.13598,2774,,,Munuk Airport,0.213598
"36.81388889, 11.96555556",Pantelleria Airport,,,130.14155,169015,,,Pantelleria Airport,13.014155
"65.48, 72.70333333",Nadym Airport,,,140.58044,182572,,,Nadym Airport,14.058044
"56.17583333, 92.54277778",Krasnoyarsk Cheremshanka Airport,,,36.64969,47597,,,Krasnoyarsk Cheremshanka Airport,3.664969
"48.5185, 135.15",Khabarovsk airstrip,,,0.46893,609,,,Khabarovsk airstrip,0.046893
"60.71, 77.66",Strezhevoy Airport,,,13.70908,17804,,,Strezhevoy Airport,1.370908
"43.205, 44.60666667",Vladikavkaz International Airport,,,543.45291,705783,,,Vladikavkaz International Airport,54.345291
"54.64, 52.80166667",Bugulma Airport,,,33.08844,42972,,,Bugulma Airport,3.308844
"46.66805556, 32.50222222",Kherson International Airport,,,64.33581,83553,,,Kherson International Airport,6.433581
"55.28333333, 124.7783333",Tynda Airport,,,8.13197,10561,,,Tynda Airport,0.813197
"56.705, 47.895",Yoshkar-Ola Airport,,,17.43973,22649,,,Yoshkar-Ola Airport,1.743973
"66.40194444, 112.0352778",Polyarny Airport,,,53.23857,69141,,,Polyarny Airport,5.323857
"36.97338104, -25.16531754",Santa Maria Airport,Portugal,Região Autónoma dos Açores,2.71733,3529,,PT,Santa Maria Airport,0.271733
"52.378611, 13.520556",Berlin Schönefeld Airport,Germany,Berlin,139.90284,181692,,DE,Berlin Schönefeld Airport,13.990284
"19.2925, -81.35916667",Owen Roberts International Airport,,,280.13447,363811,,,Owen Roberts International Airport,28.013447
"53.10694444, -9.653888888",Inishmore Aerodrome,,,3.8654,5020,,,Inishmore Aerodrome,0.38654
"53.23055556, -9.46777778",Connemara Airport,,,6.8453,8890,,,Connemara Airport,0.68453
"51.23194444, 22.69027778",Lublin Airport,Poland,Lubelskie,95.63323,124199,,PL,Lublin Airport,9.563323
"53.48194444, 20.93777778",Szczytno-Szymany International Airport,Poland,Warmińsko-mazurskie,48.04415,62395,,PL,Szczytno-Szymany International Airport,4.804415
"50.83555556, -0.297222222",Brighton City Airport,,,0,0,,,Brighton City Airport,0
"51.565, 46.04666667",Saratov Tsentralny Airport,,,0,0,,,Saratov Tsentralny Airport,0
"65.655833, -16.918055",Mývatn Airport,Iceland,Ísland,0.01694,22,,IS,Mývatn Airport,0.001694
"-19.720555, 163.661112",Île Art – Waala Airport,,,0.86548,1124,,,Île Art – Waala Airport,0.086548
"65.99330833, -21.32962222",Gjögur Airport,,,0.08932,116,,,Gjögur Airport,0.008932
"45.47335278, 13.61497778",Portorož Airport,Slovenia,Zahodna Slovenija,22.23837,28881,,SI,Portorož Airport,2.223837
"66.05805556, -23.13527778",Ísafjörður Airport,Iceland,Ísland,24.89564,32332,,IS,Ísafjörður Airport,2.489564
"46.92777778, 28.93083333",Chișinău International Airport,,,2306.5581,2995530,,,Chișinău International Airport,230.65581
"50.3247, 3.46556",Valenciennes-Denain Airport,France,Nord-Pas de Calais,0.8624,1120,,FR,Valenciennes-Denain Airport,0.08624
"63.425, -20.27916667",Vestmannaeyjar Airport,Iceland,Ísland,9.0013,11690,,IS,Vestmannaeyjar Airport,0.90013
"48.69222222, 6.22611111",Nancy-Essey Airport,France,Lorraine,0.84007,1091,,FR,Nancy-Essey Airport,0.084007
"42.365, 69.47611111",Shymkent International Airport,,,735.66724,955412,,,Shymkent International Airport,73.566724
"43.86, 51.09194444",Aktau Airport,,,792.85745,1029685,,,Aktau Airport,79.285745
"47.12222222, 51.82944444",Atyrau Airport,,,721.51464,937032,,,Atyrau Airport,72.151464
"64.29555556, -15.22722222",Hornafjörður Airport,Iceland,Ísland,7.70385,10005,,IS,Hornafjörður Airport,0.770385
"65.95222222, -17.42583333",Húsavík Airport,Iceland,Ísland,8.95741,11633,,IS,Húsavík Airport,0.895741
"66.54666667, -18.01861111",Grímsey Airport,,,1.64241,2133,,,Grímsey Airport,0.164241
"65.72055556, -14.85055556",Vopnafjörður Airport,Iceland,Ísland,0.80234,1042,,IS,Vopnafjörður Airport,0.080234
"49.39083333, 1.183888888",Rouen Airport,France,Haute-Normandie,8.68868,11284,,FR,Rouen Airport,0.868868
"65.73166667, -19.57277778",Sauðárkrókur Airport,Iceland,Ísland,0.02541,33,,IS,Sauðárkrókur Airport,0.002541
"65.64138889, -23.54611111",Bíldudalur Airport,Iceland,Ísland,2.29691,2983,,IS,Bíldudalur Airport,0.229691
"66.21833333, -15.33555556",Þórshöfn Airport,Iceland,Ísland,0.64295,835,,IS,Þórshöfn Airport,0.064295
"65.131945, -13.746388",Norðfjörður Airport,Iceland,Ísland,0.0308,40,,IS,Norðfjörður Airport,0.00308
"63.55611111, -20.1375",Bakki Airport,Iceland,Ísland,0,0,,IS,Bakki Airport,0
"48.63805556, 19.13416667",Sliač Airport,Slovakia,Stredné Slovensko,0.18249,237,,SK,Sliač Airport,0.018249
"59.185, 9.566944444","Skien Airport, Geiteryggen",Norway,Agder og Sør-Østlandet,0,0,,NO,"Skien Airport, Geiteryggen",0
"63.69916667, 9.603888888",Ørland Airport,,,1.06183,1379,,,Ørland Airport,0.106183
"57.91666667, 56.02666667",Perm International Airport,,,86.68583,112579,,,Perm International Airport,8.668583
"59.56555556, 9.212222222",Notodden Airport,Norway,Agder og Sør-Østlandet,0.0616,80,,NO,Notodden Airport,0.00616
"59.79277778, 5.339722222",Stord Airport,Norway,Vestlandet,2.22145,2885,,NO,Stord Airport,0.222145
"61.01555556, 9.288055555","Fagernes Airport, Leirin",Norway,Innlandet,0,0,,NO,"Fagernes Airport, Leirin",0
"48.75444444, -3.471944444",Lannion – Côte de Granit Rose Airport,France,Bretagne,0.6545,850,,FR,Lannion – Côte de Granit Rose Airport,0.06545
"56.37, 101.6983333",Bratsk Airport,,,88.97196,115548,,,Bratsk Airport,8.897196
"67.64, 53.125",Naryan-Mar Airport,,,141.00779,183127,,,Naryan-Mar Airport,14.100779
"43.38833333, 45.69972222",Grozny Airport,,,218.06554,283202,,,Grozny Airport,21.806554
"71.21916667, 72.05222222",Sabetta International Airport,,,284.76063,369819,,,Sabetta International Airport,28.476063
"43.51333333, 43.63833333",Nalchik Airport,,,182.38605,236865,,,Nalchik Airport,18.238605
"51.8075, 107.4375",Baikal International Airport,,,290.11598,376774,,,Baikal International Airport,29.011598
"55.475, 65.41527778",Kurgan Airport,,,67.52207,87691,,,Kurgan Airport,6.752207
"56.91333333, 124.9116667",Chulman Airport,,,88.80872,115336,,,Chulman Airport,8.880872
"47.70888889, 67.73916667",Zhezkazgan Airport,,,26.10146,33898,,,Zhezkazgan Airport,2.610146
"53.20694444, 63.55027778",Kostanay Airport,,,146.95835,190855,,,Kostanay Airport,14.695835
"16.79138889, -62.19333333",John A. Osborne Airport,,,11.83798,15374,,,John A. Osborne Airport,1.183798
"66.59013889, 66.58663889",Salekhard Airport,,,229.54008,298104,,,Salekhard Airport,22.954008
"49.233333, 18.613612",Žilina Airport,Slovakia,Stredné Slovensko,0.40271,523,,SK,Žilina Airport,0.040271
"53.39333333, 58.75666667",Magnitogorsk International Airport,,,148.74475,193175,,,Magnitogorsk International Airport,14.874475
"43.3193, 45.013",Magas Airport,,,178.35741,231633,,,Magas Airport,17.835741
"52.195, 77.07388889",Pavlodar Airport,,,138.75708,180204,,,Pavlodar Airport,13.875708
"49.67166667, 73.33527778",Sary-Arka Airport,,,208.98647,271411,,,Sary-Arka Airport,20.898647
"52.1872, -7.086963",Waterford Airport,Ireland,Southern,0,0,,IE,Waterford Airport,0
"48.625, 17.82861111",Piešťany Airport,Slovakia,Západné Slovensko,0.29568,384,,SK,Piešťany Airport,0.029568
"47.25833333, 39.81833333",Rostov-on-Don Airport,,,0,0,,,Rostov-on-Don Airport,0
"59.27666667, 38.02833333",Cherepovets Airport,,,114.78236,149068,,,Cherepovets Airport,11.478236
"45.197488, 0.815217",Périgueux Bassillac Airport,France,Aquitaine,2.21606,2878,,FR,Périgueux Bassillac Airport,0.221606
"50.03611111, 82.49416667",Oskemen Airport,,,302.63618,393034,,,Oskemen Airport,30.263618
"50.35138889, 80.23444444",Semey Airport,,,20.86546,27098,,,Semey Airport,2.086546
"67.43666667, 86.62166667",Igarka Airport,,,214.09003,278039,,,Igarka Airport,21.409003
"66.0, 57.36666667",Usinsk Airport,,,122.16589,158657,,,Usinsk Airport,12.216589
"68.436945, 17.386667","Narvik Airport, Framnes",Norway,Nord-Norge,0,0,,NO,"Narvik Airport, Framnes",0
"51.15083333, 51.54305556",Oral Ak Zhol Airport,,,210.28315,273095,,,Oral Ak Zhol Airport,21.028315
"59.37888889, 10.78555556",Oslo Rygge,Norway,Oslo og Viken,0,0,,NO,Oslo Rygge,0
"50.245, 57.203333",Aktobe International Airport,,,316.66096,411248,,,Aktobe International Airport,31.666096
"44.5725, 38.00944444",Gelendzhik Airport,,,226.79041,294533,,,Gelendzhik Airport,22.679041
"53.87870556, 14.15234722",Heringsdorf Airport,Germany,Mecklenburg-Vorpommern,23.89926,31038,,DE,Heringsdorf Airport,2.389926
"44.70694444, 65.5925",Kyzylorda Airport,,,156.60722,203386,,,Kyzylorda Airport,15.660722
"52.10833333, 23.89805556",Brest Airport,,,3.23169,4197,,,Brest Airport,0.323169
"54.77444444, 69.185",Petropavl Airport,,,14.1757,18410,,,Petropavl Airport,1.41757
"50.51472222, 1.6275",Le Touquet – Élisabeth II Airport,France,Nord-Pas de Calais,0.86548,1124,,FR,Le Touquet – Élisabeth II Airport,0.086548
"42.85361111, 71.30361111",Taraz Airport,,,48.71097,63261,,,Taraz Airport,4.871097
"70.319756, 68.336553",Bovanenkovo Airport,,,99.18524,128812,,,Bovanenkovo Airport,9.918524
"53.60194444, 24.05388889",Hrodna Airport,,,138.71165,180145,,,Hrodna Airport,13.871165
"56.85666667, 105.73",Ust-Kut Airport,,,69.32002,90026,,,Ust-Kut Airport,6.932002
"59.8764, 111.044",Talakan Airport,,,241.57749,313737,,,Talakan Airport,24.157749
"48.9183, 140.0359",Sovetskaya Gavan - May-Gatka,,,3.04381,3953,,,Sovetskaya Gavan - May-Gatka,0.304381
"47.26583333, 5.095",Dijon-Bourgogne Airport,France,Bourgogne,2.26226,2938,,FR,Dijon-Bourgogne Airport,0.226226
"70.0111, 135.647",Ust-Kuyga Airport,,,3.11003,4039,,,Ust-Kuyga Airport,0.311003
"64.33333333, 100.4333333",Tura Airport,,,1.59082,2066,,,Tura Airport,0.159082
"55.17833333, 166.0483333",Nikolskoye Airport,,,1.43451,1863,,,Nikolskoye Airport,0.143451
"37.1475, -8.579722222",Portimão Airport,Portugal,Algarve,0.02772,36,,PT,Portimão Airport,0.002772
"62.7861, 136.842",Teply Klyuch Airport,,,1.45453,1889,,,Teply Klyuch Airport,0.145453
"57.14333333, 65.46833333",Plekhanovo Airport,,,2.51328,3264,,,Plekhanovo Airport,0.251328
"67.4797, 153.735",Srednekolymsk Airport,,,16.53036,21468,,,Srednekolymsk Airport,1.653036
"62.10833333, 129.5633333",Magan Airport,,,8.21744,10672,,,Magan Airport,0.821744
"60.355, 102.31",Vanavara Airport,,,1.12882,1466,,,Vanavara Airport,0.112882
"70.625, 147.8966667",Chokurdakh Airport,,,5.07584,6592,,,Chokurdakh Airport,0.507584
"62.11, 65.615",Nyagan Airport,,,10.93323,14199,,,Nyagan Airport,1.093323
"64.5494, 143.111",Ust-Nera Airport,,,9.61268,12484,,,Ust-Nera Airport,0.961268
"50.66833333, 142.76",Zonalnoye Airport,,,0.00462,6,,,Zonalnoye Airport,0.000462
"53.21416667, 34.17638889",Bryansk International Airport,,,15.74188,20444,,,Bryansk International Airport,1.574188
"68.8478, 58.1986",Varandey Airport,,,11.98813,15569,,,Varandey Airport,1.198813
"57.86638889, 114.2425",Bodaybo Airport,,,39.9707,51910,,,Bodaybo Airport,3.99707
"60.38333333, 166.025",Tilichiki Airport,,,25.35456,32928,,,Tilichiki Airport,2.535456
"69.76333333, 61.56333333",Amderma Airport,,,1.13652,1476,,,Amderma Airport,0.113652
"68.86833333, -179.3755556",Mys Shmidta Airport,,,0,0,,,Mys Shmidta Airport,0
"67.44305556, 58.04694444",Jorei-Ver Airport,,,1.51613,1969,,,Jorei-Ver Airport,0.151613
"68.466944, 73.597222",Mys Kamenny,,,8.57395,11135,,,Mys Kamenny,0.857395
"61.23666667, 46.69666667",Kotlas Airport,,,7.57141,9833,,,Kotlas Airport,0.757141
"58.47333333, 92.11333333",Yeniseysk Airport,,,0,0,,,Yeniseysk Airport,0
"66.60166667, 44.63666667",Nyes Airport,,,1.94733,2529,,,Nyes Airport,0.194733
"68.74333333, 161.3366667",Chersky Airport,,,5.25833,6829,,,Chersky Airport,0.525833
"61.325, 63.605",Sovetsky Airport,,,37.22026,48338,,,Sovetsky Airport,3.722026
"43.96111111, 145.6844444",Yuzhno-Kurilsk Mendeleyevo Airport,,,18.74796,24348,,,Yuzhno-Kurilsk Mendeleyevo Airport,1.874796
"41.2775, -7.719722222",Vila Real Aerodrome,Portugal,Norte,5.22214,6782,,PT,Vila Real Aerodrome,0.522214
"55.80166667, 109.5866667",Nizhneangarsk Airport,,,12.61183,16379,,,Nizhneangarsk Airport,1.261183
"55.51166667, 37.50722222",Ostafyevo International Airport,,,5.929,7700,,,Ostafyevo International Airport,0.5929
"66.05555556, 60.11138889",Inta Airport,,,2.67113,3469,,,Inta Airport,0.267113
"38.72555556, -9.355277777",Cascais Municipal Aerodrome,Portugal,Grande Lisboa,7.39354,9602,,PT,Cascais Municipal Aerodrome,0.739354
"54.89388889, 99.06972222",Nizhneudinsk Airport,,,3.98475,5175,,,Nizhneudinsk Airport,0.398475
"56.36166667, 114.93",Taksimo Airport,,,9.60498,12474,,,Taksimo Airport,0.960498
"66.45, 143.2633333",Moma Airport,,,7.81011,10143,,,Moma Airport,0.781011
"63.4592, 120.276",Verkhnevilyuysk Airport,,,2.32078,3014,,,Verkhnevilyuysk Airport,0.232078
"64.89583333, 45.72277778",Leshukonskoye Airport,,,4.64002,6026,,,Leshukonskoye Airport,0.464002
"65.03, 35.73333333",Solovki Airport,,,7.60221,9873,,,Solovki Airport,0.760221
"67.46305556, 33.58805556",Kirovsk-Apatity Airport,,,46.29163,60119,,,Kirovsk-Apatity Airport,4.629163
"71.92888889, 114.0822222",Saskylakh Airport,,,10.55208,13704,,,Saskylakh Airport,1.055208
"61.885, 34.15666667",Petrozavodsk Airport,,,23.33177,30301,,,Petrozavodsk Airport,2.333177
"50.20305556, 12.915",Karlovy Vary Airport,Czechia,Severozápad,15.32916,19908,,CZ,Karlovy Vary Airport,1.532916
"57.79666667, 41.02",Kostroma–Sokerkino Airport,,,5.66489,7357,,,Kostroma–Sokerkino Airport,0.566489
"51.07166667, 58.59666667",Orsk Airport,,,20.2587,26310,,,Orsk Airport,2.02587
"41.8578, -6.707125",Bragança Airport,Portugal,Norte,2.42858,3154,,PT,Bragança Airport,0.242858
"61.59, 89.97333333",Podkamennaya Tunguska Airport,,,8.1312,10560,,,Podkamennaya Tunguska Airport,0.81312
"52.205, 0.175",Cambridge City Airport,,,0,0,,,Cambridge City Airport,0
"45.25638889, 147.9558333",Iturup Airport,,,18.82111,24443,,,Iturup Airport,1.882111
"56.91333333, 118.27",Chara Airport,,,6.95695,9035,,,Chara Airport,0.695695
"65.12166667, 57.13",Pechora Airport,,,3.91776,5088,,,Pechora Airport,0.391776
"38.07888889, -7.9325",Beja Airport,Portugal,Alentejo,0.9317,1210,,PT,Beja Airport,0.09317
"52.70333333, 39.53833333",Lipetsk Airport,,,49.14217,63821,,,Lipetsk Airport,4.914217
"51.33, 37.76833333",Stary Oskol Airport,,,5.082,6600,,,Stary Oskol Airport,0.5082
"61.92166667, 159.23",Severo-Evensk Airport,,,5.96365,7745,,,Severo-Evensk Airport,0.596365
"61.275, 108.03",Erbogachen Airport,,,6.05605,7865,,,Erbogachen Airport,0.605605
"66.79416667, 123.3625",Zhigansk Airport,,,8.39916,10908,,,Zhigansk Airport,0.839916
"65.03166667, 53.97",Izhma Airport,,,3.32024,4312,,,Izhma Airport,0.332024
"63.29722222, 118.3469444",Nyurba Airport,,,15.7542,20460,,,Nyurba Airport,1.57542
"62.920809, 152.415961",Seymchan Airport,,,1.54616,2008,,,Seymchan Airport,0.154616
"68.51555556, 112.4791667",Olenyok Airport,,,7.99876,10388,,,Olenyok Airport,0.799876
"47.1983, 38.8483",Taganrog Yuzhny Airport,,,0.00924,12,,,Taganrog Yuzhny Airport,0.000924
"57.77277778, 108.0608333",Kirensk Airport,,,22.33924,29012,,,Kirensk Airport,2.233924
"58.6, 125.4",Aldan Airport,,,2.5718,3340,,,Aldan Airport,0.25718
"62.185, 117.635",Suntar Airport,,,8.70331,11303,,,Suntar Airport,0.870331
"66.84, 88.40333333",Svetlogorsk Airport,,,2.72118,3534,,,Svetlogorsk Airport,0.272118
"40.72777778, -7.889166666",Viseu Airport,Portugal,Centro (PT),6.54269,8497,,PT,Viseu Airport,0.654269
"59.28166667, 39.94666667",Vologda Airport,,,4.09255,5315,,,Vologda Airport,0.409255
"65.43333333, 52.19888889",Ust-Tsylma Airport,,,9.19996,11948,,,Ust-Tsylma Airport,0.919996
"60.3639, 134.449",Ust-Maya Airport,,,8.22052,10676,,,Ust-Maya Airport,0.822052
"54.67833333, 158.545",Milkovo Airport,,,0.0231,30,,,Milkovo Airport,0.00231
"66.81666667, 59.65",Haruta Airport,,,1.23893,1609,,,Haruta Airport,0.123893
"58.13623889, 68.22157778",Tobolsk Airport,,,28.53851,37063,,,Tobolsk Airport,2.853851
"60.39916667, 120.4641667",Olyokminsk Airport,,,25.91281,33653,,,Olyokminsk Airport,2.591281
"63.56666667, 53.80333333",Ukhta Airport,,,63.49574,82462,,,Ukhta Airport,6.349574
"64.44166667, 40.42166667",Vaskovo Airport,,,17.00622,22086,,,Vaskovo Airport,1.700622
"60.11666667, 64.83333333",Uray Airport,,,10.55208,13704,,,Uray Airport,1.055208
"65.8, 87.93",Turukhansk Airport,,,15.15668,19684,,,Turukhansk Airport,1.515668
"58.38, 97.47333333",Boguchany Airport,,,0,0,,,Boguchany Airport,0
"65.87833333, 44.215",Mezen Airport,,,4.65927,6051,,,Mezen Airport,0.465927
"46.37388889, 44.33083333",Elista Airport,,,8.39146,10898,,,Elista Airport,0.839146
"57.78277778, 158.7316667",Tigil aerodrome,,,3.11619,4047,,,Tigil aerodrome,0.311619
"58.476, 99.0987",Kezhemsky,,,2.63571,3423,,,Kezhemsky,0.263571
"60.55666667, 169.11",Ust-Pakhachi Airport,,,1.10033,1429,,,Ust-Pakhachi Airport,0.110033
"65.95916667, 111.5463889",Aykhal Airport,,,1.14653,1489,,,Aykhal Airport,0.114653
"69.3925, 139.9019444",Deputatsky Airport,,,10.94401,14213,,,Deputatsky Airport,1.094401
"63.75666667, 121.6933333",Vilyuisk Airport,,,3.57203,4639,,,Vilyuisk Airport,0.357203
"57.95166667, 56.195",Bakharevka Airport,,,0,0,,,Bakharevka Airport,0
"67.79194444, 130.3908333",Sakkyryr Airport,,,4.81327,6251,,,Sakkyryr Airport,0.481327
"56.12666667, 40.315",Semyazino Airport,,,0.61908,804,,,Semyazino Airport,0.061908
"68.55694444, 146.2347222",Belaya Gora Airport,,,9.15068,11884,,,Belaya Gora Airport,0.915068
"57.0948, 156.7371",Ust-Khayryuzovo,,,2.84592,3696,,,Ust-Khayryuzovo,0.284592
"59.08166667, 159.8883333",Palana Airport,,,7.3689,9570,,,Palana Airport,0.73689
"56.23833333, 162.6883333",Ust-Kamchatsk Airport,,,0.96096,1248,,,Ust-Kamchatsk Airport,0.096096
"73.51666667, 80.38166667",Dikson Airport,,,0,0,,,Dikson Airport,0
"65.7167, 82.4551",Krasnoselkup,,,10.55978,13714,,,Krasnoselkup,1.055978
"58.31333333, 112.89",Mama Airport,,,6.10456,7928,,,Mama Airport,0.610456
"61.67666667, 96.355",Baykit Airport,,,24.07636,31268,,,Baykit Airport,2.407636
"67.64888889, 134.695",Batagay Airport,,,22.57178,29314,,,Batagay Airport,2.257178
"57.775556, 11.870556",Gothenburg City Airport,Sweden,Västsverige,0.04081,53,,SE,Gothenburg City Airport,0.004081
"45.72944444, 0.219166666",Angoulême – Brie – Champniers Airport,France,Poitou-Charentes,1.31439,1707,,FR,Angoulême – Brie – Champniers Airport,0.131439
"47.0042, 3.11089",Nevers-Fourchambault Airport,France,Bourgogne,0.8239,1070,,FR,Nevers-Fourchambault Airport,0.08239
"60.25388889, 25.04416667",Helsinki-Malmi Airport,Finland,Helsinki-Uusimaa,0.04004,52,,FI,Helsinki-Malmi Airport,0.004004
"55.47666667, 10.33083333",Hans Christian Andersen Airport,Denmark,Syddanmark,17.85091,23183,,DK,Hans Christian Andersen Airport,1.785091
"46.7025, -1.38167",La Roche-sur-Yon - Les Ajoncs Airport,France,Pays de la Loire,1.30669,1697,,FR,La Roche-sur-Yon - Les Ajoncs Airport,0.130669
"37.0112, 25.128",Paros National Airport,,,33.25014,43182,,,Paros National Airport,3.325014
"61.04583333, 28.14861111",Lappeenranta Airport,Finland,Etelä-Suomi,27.55984,35792,,FI,Lappeenranta Airport,2.755984
"51.34222222, 1.346111111",Manston Airport,,,0,0,,,Manston Airport,0
"57.35055556, 16.49638889",Oskarshamn Airport,Sweden,Småland med öarna,0.0462,60,,SE,Oskarshamn Airport,0.00462
"47.48666667, 6.79138889",Montbéliard – Courcelles Aerodrome,France,Franche-Comté,0.79849,1037,,FR,Montbéliard – Courcelles Aerodrome,0.079849
"43.252222, 5.786112",Le Castellet airport,France,Provence-Alpes-Côte d’Azur,1.34365,1745,,FR,Le Castellet airport,0.134365
"45.7392382, 7.3638551",Aosta Valley Airport,Italy,Valle d’Aosta/Vallée d’Aoste,0,0,,IT,Aosta Valley Airport,0
"43.25638889, 11.255",Siena-Ampugnano Airport,Italy,Toscana,0.19866,258,,IT,Siena-Ampugnano Airport,0.019866
"44.045688, 8.12533",Albenga Airport-Riviera Airport,Italy,Liguria,0,0,,IT,Albenga Airport-Riviera Airport,0
"40.49666667, -3.445833333",Madrid-Torrejón Airport,Spain,Comunidad de Madrid,1.5169,1970,,ES,Madrid-Torrejón Airport,0.15169
"48.418, 39.374",Luhansk International Airport,,,39.347,51100,,,Luhansk International Airport,3.9347
"48.032222, -0.742778",Laval - Entrammes Airport,France,Pays de la Loire,0.82621,1073,,FR,Laval - Entrammes Airport,0.082621
"3.89333333, -51.80555556",Saint-Georges-de-l'Oyapock Airport,France,Guyane,1.76715,2295,,FR,Saint-Georges-de-l'Oyapock Airport,0.176715
"50.42277778, -4.105833333",Plymouth City Airport,,,22.20218,28834,,,Plymouth City Airport,2.220218
"64.95555556, 17.7",Storuman Airport,Sweden,Övre Norrland,0.17787,231,,SE,Storuman Airport,0.017787
"45.14972222, 1.47444444",Brive – Laroche Airport,France,Limousin,9.47177,12301,,FR,Brive – Laroche Airport,0.947177
"49.096628, 2.040722",Pontoise – Cormeilles Aerodrome,France,Ile-de-France,0.57673,749,,FR,Pontoise – Cormeilles Aerodrome,0.057673
"48.60083333, -3.816666666",Morlaix – Ploujean Airport,France,Bretagne,0.13244,172,,FR,Morlaix – Ploujean Airport,0.013244
"46.82611111, 4.8175",Chalon – Champforgeuil Airport,France,Bourgogne,0.11473,149,,FR,Chalon – Champforgeuil Airport,0.011473
"46.40666667, 4.021111111",Saint-Yan Airport,France,Bourgogne,0.10549,137,,FR,Saint-Yan Airport,0.010549
"44.91555556, 4.968611111",Valence-Chabeuil Airport,France,Rhône-Alpes,1.28205,1665,,FR,Valence-Chabeuil Airport,0.128205
