WWTP name,Latitude,Longitude,Capacity (p.e),N kg/per year,country,province,nuts2_id,country_code,P kg/per year
UMBERTIDE_PIAN_D_ASSINO,43.286571,12.365333,20000,86400,Italy,Umbria,ITI2,Italy,14400
Brissogne,45.73481,7.37952,150000,648000,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,108000
Issogne_Granpra,45.65323,7.6925,4500,19440,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,3240
Arnad,45.63925,7.71761,13000,56160,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,9360
Glereyaz,45.74594,7.62887,9000,38880,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,6480
Breil,45.74414,7.59012,1200,5184,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,864
Antey_Saint_Andre,45.77739,7.59333,13200,57024,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,9504
Montjovet_Oley,45.70134,7.66601,4000,17280,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,2880
Lillianes,45.6258,7.83239,10000,43200,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,7200
Gressoney_Trino,45.73856,7.85335,20000,86400,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,14400
Champorcher,45.62155,7.63219,5000,21600,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,3600
Challand_Saint_Anselme,45.71413,7.74197,2400,10368,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,1728
Cogne,45.61252,7.34767,10000,43200,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,7200
Montitaz,45.82650198,6.979595043,1900,8208,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,1368
Parleaz_1,45.74500142,7.570810305,200,864,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,144
Parleaz_2,45.74484122,7.570235908,50,216,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,36
Croux,45.74267293,7.531984163,1300,5616,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,936
Prati,45.74156671,7.561051432,1238,5348.16,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,891.36
Arlier,45.74347035,7.540833152,215,928.8,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,154.8
Septumian,45.73848006,7.524407509,120,518.4,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,86.4
Plantin,45.74190193,7.547712644,115,496.8,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,82.8
Nus_Capoluogo,45.7384504,7.472720451,1609,6950.88,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,1158.48
Rovarey,45.74469842,7.491257196,393,1697.76,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,282.96
Ronchettes,45.74467113,7.508368203,150,648,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,108
Mazod,45.73869996,7.455260965,191,825.12,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,137.52
Nus_Breil,45.74468385,7.482683167,1200,5184,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,864
Champagne,45.73608678,7.468404775,81,349.92,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,58.32
Miseregne,45.7362783,7.512177788,270,1166.4,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,194.4
Tillier,45.73952774,7.486164912,200,864,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,144
Cretes,45.74513808,7.493199357,50,216,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,36
Cimitero,45.74022019,7.486120486,1300,5616,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,936
Cort,45.74383675,7.514098051,640,2764.8,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,460.8
Pratinuovi,45.58684186,7.798202706,1000,4320,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,720
Cascinedora,45.59020583,7.790310804,70,302.4,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,50.4
Stazione,45.58970149,7.794539328,1000,4320,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,720
Vasca_A,45.59141532,7.786387503,800,3456,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,576
Vasca_B,45.59141532,7.786387503,650,2808,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,468
Vasca_C,45.59141532,7.786387503,500,2160,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,360
Vasca_A3,45.59141532,7.786387503,500,2160,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,360
Vasca_A4,45.59141532,7.786387503,1500,6480,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,1080
Viaumberto,45.6108907,7.746185716,200,864,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,144
Sovey,45.61042037,7.745157417,65,280.8,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,46.8
Viastazione_Hone,45.61340324,7.744637723,250,1080,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,180
Viachanoux_Hone,45.61068308,7.744406377,750,3240,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,540
Plandebrun,45.60433143,7.806036018,150,648,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,108
Laffait,45.60138179,7.762310153,20,86.4,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,14.4
Clapey,45.5997823,7.772564477,276,1192.32,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,198.72
Outrefer,45.60124819,7.757466241,90,388.8,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,64.8
Pramotton,45.59019559,7.783413953,140,604.8,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,100.8
Grandvert,45.59562461,7.778501546,300,1296,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,216
Bedeugaz,45.74553539,7.576812997,120,518.4,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,86.4
Equilivaz,45.719559,7.10399,60000,259200,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,43200
Ussin,45.85039,7.60562,40000,172800,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,28800
Ayas_Corbet,45.7967,7.69644,20000,86400,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,14400
Verres,45.64929,7.69726,4000,17280,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,2880
Brusson,45.75711,7.72777,4500,19440,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,3240
Saint_Vincent,45.74383,7.64449,8000,34560,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,5760
Saint_Marcel,45.7389,7.45129,19000,82080,Italy,Valle d’Aosta/Vallée d’Aoste,ITC2,Italy,13680
Bovolone_Via_Valle_Del_Menago,45.248,11.125,18500,79920,Italy,Veneto,ITH3,Italy,13320
Pescantina_Settimo,45.469,10.912,3000,12960,Italy,Veneto,ITH3,Italy,2160
Pescantina_Tremole,45.474,10.877,12000,51840,Italy,Veneto,ITH3,Italy,8640
Bussolengo_Albere,45.477,10.871,18000,77760,Italy,Veneto,ITH3,Italy,12960
San_Martino_Buon_Albergo_Ca_Dell_Aglio,45.411,11.108,20000,86400,Italy,Veneto,ITH3,Italy,14400
Caldiero_Battaiole,45.393,11.158,30000,129600,Italy,Veneto,ITH3,Italy,21600
Caprino_Veronese_Montesei_Pesina,45.587,10.764,10000,43200,Italy,Veneto,ITH3,Italy,7200
Castel_D_Azzano_San_Martino,45.345,10.949,20000,86400,Italy,Veneto,ITH3,Italy,14400
Cologna_Veneta_Via_Traversina,45.291,11.381,45000,194400,Italy,Veneto,ITH3,Italy,32400
Gazzo_Veronese_Morraron,45.129,11.083,4000,17280,Italy,Lombardia,ITC4,Italy,2880
Oppeano_Feniletto,45.313,11.127,3500,15120,Italy,Veneto,ITH3,Italy,2520
Oppeano_Casotton,45.302,11.195,6000,25920,Italy,Veneto,ITH3,Italy,4320
Minerbe_Cavalle,45.24,11.354,2200,9504,Italy,Veneto,ITH3,Italy,1584
Legnago_Porto,45.186,11.334,7000,30240,Italy,Veneto,ITH3,Italy,5040
Legnago_Vangadizza,45.157,11.287,40000,172800,Italy,Veneto,ITH3,Italy,28800
Mozzecane_San_Faustino,45.299,10.819,6500,28080,Italy,Veneto,ITH3,Italy,4680
Nogara_Via_Valle,45.164,11.067,4500,19440,Italy,Lombardia,ITC4,Italy,3240
Castelnuovo_Del_Garda_Ferratella,45.429,10.765,4000,17280,Italy,Veneto,ITH3,Italy,2880
Affi_Costabella,45.549,10.78,9500,41040,Italy,Veneto,ITH3,Italy,6840
Peschiera_Del_Garda_Paradiso,45.424,10.702,422000,1823040,Italy,Veneto,ITH3,Italy,303840
Povegliano_Veronese_Via_Nogarole_Rocca,45.337,10.887,40000,172800,Italy,Veneto,ITH3,Italy,28800
San_Bonifacio_Palu,45.388,11.276,60000,259200,Italy,Veneto,ITH3,Italy,43200
San_Giovanni_Lupatoto_Palustrella,45.371,11.059,30000,129600,Italy,Veneto,ITH3,Italy,21600
San_Pietro_In_Cariano_Nassar,45.484,10.927,20000,86400,Italy,Veneto,ITH3,Italy,14400
Sommacampagna_Via_Dell_Industria,45.392,10.842,36000,155520,Italy,Veneto,ITH3,Italy,25920
Verona_Via_Avesani,45.418,10.996,410000,1771200,Italy,Veneto,ITH3,Italy,295200
Vigasio_Corso_Garibaldi,45.313,10.945,7800,33696,Italy,Veneto,ITH3,Italy,5616
Villabartolomea_Via_Boschetto,45.146,11.358,500,2160,Italy,Veneto,ITH3,Italy,360
Villabartolomea_Carpi,45.133,11.388,1550,6696,Italy,Veneto,ITH3,Italy,1116
Villabartolomea_Spinimbecco,45.14,11.373,1800,7776,Italy,Veneto,ITH3,Italy,1296
Villabartolomea_Brancaglie,45.147,11.347,1800,7776,Italy,Veneto,ITH3,Italy,1296
Castagnaro_Via_Pelosa,45.113,11.409,1600,6912,Italy,Veneto,ITH3,Italy,1152
Ronco_All_Adige_Quadrelli,45.327,11.247,7000,30240,Italy,Veneto,ITH3,Italy,5040
Zevio_Tre_Corone,45.366,11.141,14000,60480,Italy,Veneto,ITH3,Italy,10080
Sant_Ambrogio_Di_Valpolicella_Ponton,45.516,10.805,30000,129600,Italy,Veneto,ITH3,Italy,21600
Arzignano_Via_Altura,45.502,11.377,2360000,10195200,Italy,Veneto,ITH3,Italy,1699200
Barbarano_Vicentino_Ponte,45.378,11.575,7500,32400,Italy,Veneto,ITH3,Italy,5400
Bassano_Del_Grappa_Via_San_Lazzaro,45.739,11.702,96000,414720,Italy,Veneto,ITH3,Italy,69120
Bolzano_Via_Zuccola,45.595,11.624,3500,15120,Italy,Veneto,ITH3,Italy,2520
Grisignano_Di_Zocco_Via_Kennedy,45.461,11.71,43000,185760,Italy,Veneto,ITH3,Italy,30960
Isola_Vicentina_Via_Vicenza,45.601,11.481,40288,174044.16,Italy,Veneto,ITH3,Italy,29007.36
Lonigo_Via_Lore,45.372,11.376,50000,216000,Italy,Veneto,ITH3,Italy,36000
Montebello_Vicentino_Via_Fracanzana,45.438,11.377,472000,2039040,Italy,Veneto,ITH3,Italy,339840
Montecchio_Maggiore_Via_Callesella,45.485,11.434,70000,302400,Italy,Veneto,ITH3,Italy,50400
Castegnero_Via_Frassena,45.432,11.607,5500,23760,Italy,Veneto,ITH3,Italy,3960
Noventa_Vicentina_Via_De_Gasperi,45.281,11.537,9800,42336,Italy,Veneto,ITH3,Italy,7056
Bressanvido_V_Strada_Alta,45.624,11.621,4000,17280,Italy,Veneto,ITH3,Italy,2880
Sandrigo_Via_Albaretto,45.654,11.607,9000,38880,Italy,Veneto,ITH3,Italy,6480
Schio_Via_Ca_Capretta,45.713,11.403,60000,259200,Italy,Veneto,ITH3,Italy,43200
Orgiano_Pilastro,45.326,11.492,500,2160,Italy,Veneto,ITH3,Italy,360
Orgiano_Ca_Losca,45.343,11.462,2500,10800,Italy,Veneto,ITH3,Italy,1800
Sossano_Via_Ronche,45.359,11.517,4000,17280,Italy,Veneto,ITH3,Italy,2880
Tezze_Sul_Brenta_Via_Brenta,45.671,11.692,100000,432000,Italy,Veneto,ITH3,Italy,72000
Asiago_Localita_Mosele,45.857,11.483,35000,151200,Italy,Veneto,ITH3,Italy,25200
Thiene_Santo,45.665,11.488,127000,548640,Italy,Veneto,ITH3,Italy,91440
Trissino_Pranovi,45.542,11.383,127500,550800,Italy,Veneto,ITH3,Italy,91800
Vicenza_Longara,45.506,11.574,3500,15120,Italy,Veneto,ITH3,Italy,2520
Creazzo_Via_Brescia,45.526,11.48,12500,54000,Italy,Veneto,ITH3,Italy,9000
Caldogno_Via_M_T_Di_Calcutta,45.587,11.524,13500,58320,Italy,Veneto,ITH3,Italy,9720
Dueville_Vivaro,45.603,11.549,22000,95040,Italy,Veneto,ITH3,Italy,15840
Vicenza_Sant_Agostino,45.522,11.515,100000,432000,Italy,Veneto,ITH3,Italy,72000
Vicenza_Casale,45.52,11.578,92000,397440,Italy,Veneto,ITH3,Italy,66240
Alano_Di_Piave_Centro_Fener,45.902,11.946,4200,18144,Italy,Veneto,ITH3,Italy,3024
Auronzo_Di_Cadore_Tarlisse,46.535,12.467,17500,75600,Italy,Veneto,ITH3,Italy,12600
Belluno_Marisiga,46.125,12.193,32000,138240,Italy,Veneto,ITH3,Italy,23040
Cortina_Pian_De_Raspinis,46.506,12.145,18500,79920,Italy,Veneto,ITH3,Italy,13320
Feltre_Stazione_Ferroviaria,46.012,11.913,77500,334800,Italy,Veneto,ITH3,Italy,55800
Fonzaso_Fenadora,46.001,11.806,4400,19008,Italy,Veneto,ITH3,Italy,3168
Forno_Di_Zoldo_Scussiei,46.347,12.19,1400,6048,Italy,Veneto,ITH3,Italy,1008
Forno_Di_Zoldo_Soccampo,46.344,12.184,3900,16848,Italy,Veneto,ITH3,Italy,2808
Lentiai_Villaghe,46.03,11.995,3000,12960,Italy,Veneto,ITH3,Italy,2160
Limana_Baorche,46.095,12.176,750,3240,Italy,Veneto,ITH3,Italy,540
Limana_Cesa,46.102,12.154,1000,4320,Italy,Veneto,ITH3,Italy,720
Limana_Sampoi,46.103,12.177,2000,8640,Italy,Veneto,ITH3,Italy,1440
Longarone_Provagna,46.243,12.31,440,1900.8,Italy,Veneto,ITH3,Italy,316.8
Longarone_Villanova_Fae_Zona_Ind,46.249,12.305,1800,7776,Italy,Veneto,ITH3,Italy,1296
Longarone_Rivalta_Capoluogo,46.259,12.307,6000,25920,Italy,Veneto,ITH3,Italy,4320
Pieve_D_Alpago_Z_Ind_Paludi,46.143,12.325,8000,34560,Italy,Veneto,ITH3,Italy,5760
Pieve_Di_Cadore_Rauza,46.424,12.385,4400,19008,Italy,Veneto,ITH3,Italy,3168
Calalzo_Di_Cadore_Col_Dei_Cai,46.444,12.395,6000,25920,Italy,Veneto,ITH3,Italy,4320
Domegge_Di_Cadore_Piani_Di_Vallesella,46.453,12.41,6000,25920,Italy,Veneto,ITH3,Italy,4320
Ponte_Nelle_Alpi_La_Na,46.176,12.278,5000,21600,Italy,Veneto,ITH3,Italy,3600
Santa_Giustina_Formegan,46.066,12.027,5000,21600,Italy,Veneto,ITH3,Italy,3600
Sedico_Mastella_Mas,46.147,12.124,2000,8640,Italy,Veneto,ITH3,Italy,1440
Sedico_Oselete,46.085,12.085,9700,41904,Italy,Veneto,ITH3,Italy,6984
Vigo_Di_Cadore_Pelos,46.488,12.456,3600,15552,Italy,Veneto,ITH3,Italy,2592
Carbonera_Via_Bianchini,45.674,12.292,43300,187056,Italy,Veneto,ITH3,Italy,31176
"Casier_Dosson,_Via_Bigonzo",45.608,12.264,12000,51840,Italy,Veneto,ITH3,Italy,8640
Mussolente_Campo_Aviazione,45.752,11.827,22000,95040,Italy,Veneto,ITH3,Italy,15840
Castelfranco_Borgo_Padova,45.654,11.94,40000,172800,Italy,Veneto,ITH3,Italy,28800
Castelfranco_Salvatronda,45.664,11.979,73300,316656,Italy,Veneto,ITH3,Italy,52776
"Vazzola_Visna_,_Via_Montegrappa",45.832,12.417,4000,17280,Italy,Veneto,ITH3,Italy,2880
Mareno_Di_Piave_Piazza_Vittorio_Emanuele_Iii,45.848,12.357,7000,30240,Italy,Veneto,ITH3,Italy,5040
Conegliano_Via_Ca_Di_Villa_Campolongo,45.866,12.326,70000,302400,Italy,Veneto,ITH3,Italy,50400
Cordignano_Via_Palu,45.935,12.458,30000,129600,Italy,Veneto,ITH3,Italy,21600
"Cornuda_La_Valle,_Via_San_Valentino",45.82,11.993,3000,12960,Italy,Veneto,ITH3,Italy,2160
Crocetta_Del_Montello_Via_Baracca,45.826,12.058,5500,23760,Italy,Veneto,ITH3,Italy,3960
Revine_Lago_Lago,45.977,12.199,5000,21600,Italy,Veneto,ITH3,Italy,3600
"Giavera_Del_Montello_Cusignana,_Via_Toniolo",45.772,12.202,18000,77760,Italy,Veneto,ITH3,Italy,12960
Montebelluna_San_Gaetano,45.743,12.046,32000,138240,Italy,Veneto,ITH3,Italy,23040
Oderzo_Fratta_Sx_Moticano,45.788,12.511,18000,77760,Italy,Veneto,ITH3,Italy,12960
Oderzo_Spine,45.775,12.497,18000,77760,Italy,Veneto,ITH3,Italy,12960
Cimadolmo_Loc_Stabiuzzo_Via_Roncadelle,45.756,12.393,950,4104,Italy,Veneto,ITH3,Italy,684
Pederobba_Via_Feltrina,45.873,11.967,3000,12960,Italy,Veneto,ITH3,Italy,2160
Pederobba_Covolo,45.843,12.034,3500,15120,Italy,Veneto,ITH3,Italy,2520
Ponte_Di_Piave_Via_Risorgimento,45.715,12.458,14000,60480,Italy,Veneto,ITH3,Italy,10080
Preganziol_Via_Schiavonia,45.59,12.242,17112,73923.84,Italy,Veneto,ITH3,Italy,12320.64
Morgano_Via_Molin_Cappello_Sud,45.63,12.092,3000,12960,Italy,Veneto,ITH3,Italy,2160
Quinto_Di_Treviso_Via_Nogare,45.641,12.176,11000,47520,Italy,Veneto,ITH3,Italy,7920
Paese_Via_Brondi,45.667,12.171,45000,194400,Italy,Veneto,ITH3,Italy,32400
Farra_Di_Soligo_Via_Boschet,45.893,12.119,5000,21600,Italy,Veneto,ITH3,Italy,3600
Silea_Via_Sile,45.65,12.298,8000,34560,Italy,Veneto,ITH3,Italy,5760
"Treviso_Sant_Antonino,_Via_Pavese",45.649,12.276,70000,302400,Italy,Veneto,ITH3,Italy,50400
"Valdobbiadene_Bigolino,_Via_Dei_Faveri",45.863,12.027,10000,43200,Italy,Veneto,ITH3,Italy,7200
Vidor_Via_Riva_Alta,45.854,12.069,3000,12960,Italy,Veneto,ITH3,Italy,2160
Zero_Branco_Via_Milan,45.59,12.175,4000,17280,Italy,Veneto,ITH3,Italy,2880
Orsago_Via_G_Mazza,45.925,12.422,3500,15120,Italy,Veneto,ITH3,Italy,2520
Annone_Veneto_Lorenzaga,45.781,12.68,2000,8640,Italy,Veneto,ITH3,Italy,1440
Caorle_San_Giorgio_Di_Livenza,45.651,12.807,3000,12960,Italy,Veneto,ITH3,Italy,2160
Caorle_Palangon,45.614,12.888,120000,518400,Italy,Veneto,ITH3,Italy,86400
Cavallino_Treporti_Cavallino,45.459,12.487,105000,453600,Italy,Veneto,ITH3,Italy,75600
Cavarzere_Cavarzere_Via_Piantazza,45.133,12.097,20000,86400,Italy,Veneto,ITH3,Italy,14400
Ceggia_Capoluogo,45.683,12.629,6750,29160,Italy,Veneto,ITH3,Italy,4860
Chioggia_Brondolo,45.2,12.27,165000,712800,Italy,Veneto,ITH3,Italy,118800
Cona_Pegolotte,45.194,12.031,6000,25920,Italy,Veneto,ITH3,Italy,4320
Eraclea_Ponte_Crepaldo,45.594,12.7,4700,20304,Italy,Veneto,ITH3,Italy,3384
Eraclea_Eraclea_Mare_Via_Dei_Pioppi,45.553,12.741,32000,138240,Italy,Veneto,ITH3,Italy,23040
Fossalta_Di_Portogruaro_Via_Europa,45.783,12.912,3000,12960,Italy,Veneto,ITH3,Italy,2160
Jesolo_Via_Aleardi,45.505,12.617,185000,799200,Italy,Veneto,ITH3,Italy,133200
Meolo_Via_Marteggia,45.609,12.46,9000,38880,Italy,Veneto,ITH3,Italy,6480
Fossalta_Di_Piave_Cadorna,45.642,12.5,3600,15552,Italy,Veneto,ITH3,Italy,2592
"Musile_Via_Rovigo,_13",45.628,12.543,9640,41644.8,Italy,Veneto,ITH3,Italy,6940.8
Concordia_Sagittaria_Lott_Levada,45.75,12.812,200,864,Italy,Veneto,ITH3,Italy,144
Portogruaro_Via_Ettore_Tito,45.777,12.867,200,864,Italy,Veneto,ITH3,Italy,144
Cinto_Caomaggiore_Via_Roma,45.819,12.794,2000,8640,Italy,Friuli-Venezia Giulia,ITH4,Italy,1440
Concordia_Sagittaria_Via_Gabriella,45.748,12.853,3500,15120,Italy,Veneto,ITH3,Italy,2520
Concordia_Sagittaria_Via_Basse,45.754,12.835,4200,18144,Italy,Veneto,ITH3,Italy,3024
Portogruaro_Via_Venezia,45.77,12.827,10000,43200,Italy,Veneto,ITH3,Italy,7200
Pramaggiore_Blessaglia,45.801,12.722,4500,19440,Italy,Friuli-Venezia Giulia,ITH4,Italy,3240
Quarto_D_Altino_Via_Marconi,45.575,12.38,50000,216000,Italy,Veneto,ITH3,Italy,36000
San_Dona_Di_Piave_Via_Tronco,45.622,12.602,62500,270000,Italy,Veneto,ITH3,Italy,45000
San_Michele_Al_Tagliamento_Via_Aldo_Moro,45.756,12.987,8000,34560,Italy,Veneto,ITH3,Italy,5760
San_Michele_Al_Tagliamento_Via_Parenzo,45.642,13.075,150000,648000,Italy,Veneto,ITH3,Italy,108000
Torre_Di_Mosto_Via_Xola,45.68,12.707,3000,12960,Italy,Veneto,ITH3,Italy,2160
Venezia_Lido,45.364,12.335,30000,129600,Italy,Veneto,ITH3,Italy,21600
Venezia_Campalto,45.485,12.307,130000,561600,Italy,Veneto,ITH3,Italy,93600
Venezia_Fusina_Via_Dei_Cantieri,45.431,12.251,400000,1728000,Italy,Veneto,ITH3,Italy,288000
Santo_Stino_Di_Livenza_La_Salute,45.665,12.795,2500,10800,Italy,Veneto,ITH3,Italy,1800
Santo_Stino_Di_Livenza_Canaletta,45.731,12.697,10000,43200,Italy,Veneto,ITH3,Italy,7200
Teglio_Veneto_Loc_Cintello,45.818,12.857,300,1296,Italy,Veneto,ITH3,Italy,216
Teglio_Veneto_Capoluogo,45.813,12.88,800,3456,Italy,Veneto,ITH3,Italy,576
Abano_Via_Montegrotto,45.341,11.771,35000,151200,Italy,Veneto,ITH3,Italy,25200
Agna_Via_Cimitero,45.162,11.966,6200,26784,Italy,Veneto,ITH3,Italy,4464
Anguillara_Veneta_Via_Ponte_Loc_Borgoforte,45.146,11.939,1600,6912,Italy,Veneto,ITH3,Italy,1152
Anguillara_Veneta_Via_Olimpiadi,45.144,11.889,3000,12960,Italy,Veneto,ITH3,Italy,2160
Boara_Pisani_Via_Roma,45.117,11.765,7500,32400,Italy,Veneto,ITH3,Italy,5400
Carmignano_Di_Brenta_Via_Ospitale,45.622,11.724,20000,86400,Italy,Veneto,ITH3,Italy,14400
Casalserugo_Via_L_Da_Vinci,45.308,11.915,5000,21600,Italy,Veneto,ITH3,Italy,3600
Tombolo_Via_Campolongo_Onara,45.617,11.825,12000,51840,Italy,Veneto,ITH3,Italy,8640
Cittadella_Via_Delle_Sansughe,45.639,11.795,75000,324000,Italy,Veneto,ITH3,Italy,54000
Codevigo_Via_Altipiano,45.247,12.107,65000,280800,Italy,Veneto,ITH3,Italy,46800
Conselve_Via_Dell_Industria_Zi,45.203,11.901,46880,202521.6,Italy,Veneto,ITH3,Italy,33753.6
Ospedaletto_Euganeo_Via_Peagnola,45.218,11.624,3000,12960,Italy,Veneto,ITH3,Italy,2160
Este_Via_Pra,45.211,11.647,25000,108000,Italy,Veneto,ITH3,Italy,18000
Grantorto_Via_S_Antonio,45.598,11.736,8000,34560,Italy,Veneto,ITH3,Italy,5760
"Villafranca_Padovana_Via_Firenze,_Loc_Taggi_Di_Sopra",45.473,11.811,12000,51840,Italy,Veneto,ITH3,Italy,8640
Limena_Via_A_Volta,45.466,11.861,20000,86400,Italy,Veneto,ITH3,Italy,14400
Masera_Via_Roma,45.317,11.875,5933,25630.56,Italy,Veneto,ITH3,Italy,4271.76
Casale_Di_Scodosia_Via_Veneto_Z_A,45.184,11.496,2000,8640,Italy,Veneto,ITH3,Italy,1440
Casale_Di_Scodosia_Via_O_De_Luca,45.186,11.463,2100,9072,Italy,Veneto,ITH3,Italy,1512
Merlara_Via_Zurlara,45.164,11.436,4000,17280,Italy,Veneto,ITH3,Italy,2880
Mestrino_Via_Petrarca,45.428,11.767,15000,64800,Italy,Veneto,ITH3,Italy,10800
Monselice_Via_Del_Borgo,45.223,11.764,40000,172800,Italy,Veneto,ITH3,Italy,28800
"Montagnana_Via_Chisogno,_Loc_Chisogno",45.233,11.479,12000,51840,Italy,Veneto,ITH3,Italy,8640
"Padova_Via_Pontedera,_Loc_Guizza",45.378,11.879,13000,56160,Italy,Veneto,ITH3,Italy,9360
Albignasego_Via_Torino,45.347,11.878,40000,172800,Italy,Veneto,ITH3,Italy,28800
"Padova_Via_A_Pedanio,_Localita_Ca_Nordio",45.383,11.914,197000,851040,Italy,Veneto,ITH3,Italy,141840
Pernumia_Via_Bevarara,45.262,11.792,9350,40392,Italy,Veneto,ITH3,Italy,6732
Pontelongo_Via_Dante,45.24,12.031,6000,25920,Italy,Veneto,ITH3,Italy,4320
Pozzonovo_Via_Vallase,45.186,11.796,14700,63504,Italy,Veneto,ITH3,Italy,10584
Selvazzano_Via_Montegrappa,45.38,11.802,27500,118800,Italy,Veneto,ITH3,Italy,19800
Santa_Margherita_D_Adige_Via_Granze,45.206,11.572,19000,82080,Italy,Veneto,ITH3,Italy,13680
Solesino_Via_Tiepolo,45.163,11.752,12250,52920,Italy,Veneto,ITH3,Italy,8820
Vigonza_Via_Barbarigo,45.424,11.992,70000,302400,Italy,Veneto,ITH3,Italy,50400
Torreglia_Via_Boschette,45.333,11.744,5000,21600,Italy,Veneto,ITH3,Italy,3600
Montegrotto_Terme_Via_Fratelli_Bandiera,45.313,11.791,25000,108000,Italy,Veneto,ITH3,Italy,18000
Rubano_Via_Mazzini,45.425,11.825,22000,95040,Italy,Veneto,ITH3,Italy,15840
Cervarese_Santa_Croce_Via_Xx_Settembre_Montemerlo,45.374,11.715,12000,51840,Italy,Veneto,ITH3,Italy,8640
Ponte_San_Nicolo_Via_S_Antonio_Localita_Rio,45.36,11.923,18000,77760,Italy,Veneto,ITH3,Italy,12960
Cadoneghe_Via_Matteotti,45.44,11.914,50000,216000,Italy,Veneto,ITH3,Italy,36000
Ariano_Polesine_Via_Brenta,44.945,12.135,9500,41040,Italy,Emilia-Romagna,ITH5,Italy,6840
Badia_Polesine_Via_Ca_Mignola,45.094,11.51,25000,108000,Italy,Veneto,ITH3,Italy,18000
Bergantino_Via_Vaccaro,45.066,11.251,3000,12960,Italy,Lombardia,ITC4,Italy,2160
Ficarolo_Via_Belfiore,44.961,11.447,4000,17280,Italy,Veneto,ITH3,Italy,2880
Castelmassa_Via_Sarta,45.003,11.333,50000,216000,Italy,Lombardia,ITC4,Italy,36000
Corbola_Via_Nuova,45.002,12.092,2000,8640,Italy,Veneto,ITH3,Italy,1440
Fiesso_Umbertiano_Via_Cerdi,44.969,11.608,4000,17280,Italy,Veneto,ITH3,Italy,2880
