WWTP name,Latitude,Longitude,Capacity (p.e),N kg/per year,country,province,nuts2_id,country_code
Flensburg,54.8055,9.41293,224000,981120.0,Germany,Schleswig-Holstein,DEF0,Germany
ZKW Hansestadt Lübeck,53.9018,10.6963,427500,1872450.0,Germany,Schleswig-Holstein,DEF0,Germany
Lübeck-Priwall,53.9504,10.8638,31000,135780.0,Germany,Schleswig-Holstein,DEF0,Germany
Albersdorf,54.1442,9.27222,8300,36354.0,Germany,Schleswig-Holstein,DEF0,Germany
Brunsbüttel,53.8936,9.18218,18500,81030.0,Germany,,,Germany
Büsum,54.1257,8.87474,38000,166440.0,Germany,Schleswig-Holstein,DEF0,Germany
Burg,53.9862,9.25469,9500,41610.0,Germany,Schleswig-Holstein,DEF0,Germany
Friedrichskoog,54.0159,8.87495,8500,37230.0,,,,
Hemmingstedt,54.1497,9.09033,4990,21856.2,Germany,Schleswig-Holstein,DEF0,Germany
Hennstedt,54.2874,9.1689,3800,16644.0,Germany,Schleswig-Holstein,DEF0,Germany
Lunden/Lehe,54.3356,9.01484,4999,21895.62,Germany,Schleswig-Holstein,DEF0,Germany
Heide,54.1827,9.0542,40000,175200.0,Germany,Schleswig-Holstein,DEF0,Germany
Marne,53.9537,9.02812,90000,394200.0,Germany,Schleswig-Holstein,DEF0,Germany
St.Michaelisdonn,53.977,9.11568,12342,54057.96,Germany,Schleswig-Holstein,DEF0,Germany
Sarzbüttel,54.1235,9.16836,3750,16425.0,Germany,Schleswig-Holstein,DEF0,Germany
Tellingstedt,54.225,9.27088,4000,17520.0,Germany,Schleswig-Holstein,DEF0,Germany
Weddingstedt,54.2445,9.09301,3400,14892.0,Germany,Schleswig-Holstein,DEF0,Germany
Wesselburen,54.2197,8.93109,4999,21895.62,Germany,Schleswig-Holstein,DEF0,Germany
Meldorf,54.0771,9.0864,72150,316017.0,Germany,Schleswig-Holstein,DEF0,Germany
Berkenthin,53.7398,10.6492,4800,21024.0,Germany,Schleswig-Holstein,DEF0,Germany
Büchen,53.4986,10.6276,11000,48180.0,Germany,Schleswig-Holstein,DEF0,Germany
Einhaus,53.7229,10.7405,8400,36792.0,Germany,Schleswig-Holstein,DEF0,Germany
Geesthacht,53.4335,10.3341,60000,262800.0,Germany,Schleswig-Holstein,DEF0,Germany
Gudow-Krähenberg,53.5699,10.7945,4500,19710.0,Germany,Schleswig-Holstein,DEF0,Germany
Krummesse,53.771,10.644,4800,21024.0,Germany,Schleswig-Holstein,DEF0,Germany
Lauenburg,53.3626,10.5704,25000,109500.0,Germany,Lüneburg,DE93,Germany
Mölln,53.6042,10.6665,49800,218124.0,Germany,Schleswig-Holstein,DEF0,Germany
Ratzeburg,53.7236,10.7431,34000,148920.0,Germany,Schleswig-Holstein,DEF0,Germany
Sandesneben,53.682,10.4914,3000,13140.0,Germany,Schleswig-Holstein,DEF0,Germany
Schwarzenbek,53.5077,10.4567,50000,219000.0,Germany,Schleswig-Holstein,DEF0,Germany
Bredstedt,54.6104,8.94918,16000,70080.0,Germany,Schleswig-Holstein,DEF0,Germany
Friedrichstadt,54.3669,9.09934,9900,43362.0,Germany,Schleswig-Holstein,DEF0,Germany
Langenhorn,54.6864,8.92736,4830,21155.4,Germany,Schleswig-Holstein,DEF0,Germany
Leck,54.7674,8.92931,12500,54750.0,Germany,Schleswig-Holstein,DEF0,Germany
Nebel,54.6584,8.3613,9950,43581.0,,,,
Niebüll,54.8007,8.78794,50000,219000.0,Germany,Schleswig-Holstein,DEF0,Germany
Risum-Lindholm Nord,54.7731,8.9053,4999,21895.62,Germany,Schleswig-Holstein,DEF0,Germany
St. Peter-Ording,54.3171,8.63213,33000,144540.0,,,,
Süderlügum,54.882,8.88051,2026,8873.88,Germany,Schleswig-Holstein,DEF0,Germany
Husum,54.4705,9.03274,110000,481800.0,Germany,Schleswig-Holstein,DEF0,Germany
Tönning,54.3179,8.96198,11500,50370.0,Germany,Schleswig-Holstein,DEF0,Germany
Utersum,54.7164,8.41644,6700,29346.0,Germany,,,Germany
Viöl,54.5645,9.16452,3500,15330.0,Germany,Schleswig-Holstein,DEF0,Germany
Wenningstedt,54.9284,8.36218,15000,65700.0,Germany,,,Germany
Westerland,54.8832,8.30983,88700,388506.0,Germany,,,Germany
Wittdün,54.632,8.37665,4999,21895.62,,,,
Wyk,54.6974,8.57596,33000,144540.0,,,,
Ahrensbök,53.9974,10.5778,7600,33288.0,Germany,Schleswig-Holstein,DEF0,Germany
Burg,54.4202,11.1846,49500,216810.0,Germany,,,Germany
Eutin,54.1491,10.6037,35000,153300.0,Germany,Schleswig-Holstein,DEF0,Germany
Cismar,54.1843,10.9974,60000,262800.0,Germany,,,Germany
"Lütjenbrode ""Nord""""",54.3668,11.0287,50000,219000.0,,,,
Malente,54.1815,10.5533,22000,96360.0,Germany,Schleswig-Holstein,DEF0,Germany
Neustadt,54.1175,10.8186,50000,219000.0,Germany,Schleswig-Holstein,DEF0,Germany
Zentralklärwerk Süd Sereetz,53.9211,10.7161,80000,350400.0,Germany,Schleswig-Holstein,DEF0,Germany
Timmendorfer Strand,53.9921,10.7802,35000,153300.0,Germany,Schleswig-Holstein,DEF0,Germany
Weißenhäuser Strand,54.3061,10.8382,7000,30660.0,Germany,Schleswig-Holstein,DEF0,Germany
Orth,54.4325,11.0164,15500,67890.0,,,,
Helgoland,54.1746,7.89078,6150,26937.0,,,,
Hetlingen,53.6022,9.62517,860000,3766800.0,,,,
Lütjenburg,54.2939,10.6046,30000,131400.0,Germany,Schleswig-Holstein,DEF0,Germany
Plön,54.1641,10.3915,35000,153300.0,Germany,Schleswig-Holstein,DEF0,Germany
Preetz,54.2453,10.2842,50000,219000.0,Germany,Schleswig-Holstein,DEF0,Germany
Probsteierhagen,54.3656,10.2865,3500,15330.0,Germany,,,Germany
Schönberg,54.4034,10.3719,26000,113880.0,Germany,,,Germany
Wankendorf,54.1138,10.2241,8000,35040.0,Germany,Schleswig-Holstein,DEF0,Germany
Aukrug-Bünzen,54.0769,9.79698,7000,30660.0,Germany,Schleswig-Holstein,DEF0,Germany
Bordesholm,54.1831,10.0625,25500,111690.0,Germany,Schleswig-Holstein,DEF0,Germany
Ostseebad Damp,54.583,10.0242,15000,65700.0,Germany,,,Germany
Damp/Revkuhl,54.5859,9.99784,4880,21374.4,Germany,,,Germany
Eckernförde,54.4746,9.87125,35000,153300.0,Germany,Schleswig-Holstein,DEF0,Germany
Neumünster,54.062,9.93178,380000,1664400.0,Germany,Schleswig-Holstein,DEF0,Germany
Nortorf-Land (Ellerdorf),54.2111,9.81479,6000,26280.0,Germany,Schleswig-Holstein,DEF0,Germany
Flintbek,54.2506,10.0675,12000,52560.0,Germany,Schleswig-Holstein,DEF0,Germany
Gettorf,54.4068,9.96055,19270,84402.6,Germany,Schleswig-Holstein,DEF0,Germany
Groß Wittensee,54.3949,9.74428,6400,28032.0,Germany,Schleswig-Holstein,DEF0,Germany
Hamdorf,54.2137,9.51352,3100,13578.0,Germany,Schleswig-Holstein,DEF0,Germany
Hanerau-Hademarschen,54.134,9.42469,8000,35040.0,Germany,Schleswig-Holstein,DEF0,Germany
Hohenwestedt,54.0819,9.64037,11460,50194.8,Germany,Schleswig-Holstein,DEF0,Germany
Holtsee,54.3669,9.82689,12500,54750.0,Germany,Schleswig-Holstein,DEF0,Germany
Lohe-Föhrden,54.3442,9.50125,6250,27375.0,Germany,Schleswig-Holstein,DEF0,Germany
Nortorf,54.1769,9.85317,21500,94170.0,Germany,Schleswig-Holstein,DEF0,Germany
Owschlag,54.394,9.61782,7500,32850.0,Germany,Schleswig-Holstein,DEF0,Germany
Quarnbek/Strohbrück,54.3377,9.97582,10000,43800.0,Germany,Schleswig-Holstein,DEF0,Germany
Rendsburg,54.2824,9.63573,220000,963600.0,Germany,Schleswig-Holstein,DEF0,Germany
Rieseby,54.5455,9.81226,3522,15426.36,Germany,,,Germany
Schacht-Audorf,54.3211,9.72399,7000,30660.0,Germany,Schleswig-Holstein,DEF0,Germany
Kiel-Bülk,54.4562,10.193,475000,2080500.0,,,,
Waabs,54.5271,9.9803,12000,52560.0,Germany,Schleswig-Holstein,DEF0,Germany
Böklund,54.6047,9.62652,16800,73584.0,Germany,Schleswig-Holstein,DEF0,Germany
Ellingstedt,54.4682,9.42309,2570,11256.6,Germany,Schleswig-Holstein,DEF0,Germany
Erfde,54.3017,9.32214,4750,20805.0,Germany,Schleswig-Holstein,DEF0,Germany
Kappeln,54.6488,9.9334,31000,135780.0,Germany,,,Germany
Kropp,54.3912,9.48833,12600,55188.0,Germany,Schleswig-Holstein,DEF0,Germany
Norder-Süderstapel,54.3623,9.21893,2950,12921.0,Germany,Schleswig-Holstein,DEF0,Germany
Satrup,54.7011,9.58311,25000,109500.0,Germany,Schleswig-Holstein,DEF0,Germany
Schleswig,54.5257,9.5925,75000,328500.0,Germany,Schleswig-Holstein,DEF0,Germany
Silberstedt,54.505,9.34631,7582,33209.16,Germany,Schleswig-Holstein,DEF0,Germany
Süderbrarup,54.646,9.781,6000,26280.0,Germany,Schleswig-Holstein,DEF0,Germany
Gelting,54.7499,9.8809,4500,19710.0,Germany,,,Germany
Großenwiehe,54.6916,9.22824,4670,20454.6,Germany,Schleswig-Holstein,DEF0,Germany
Handewitt,54.7648,9.30357,9992,43764.96,Germany,Schleswig-Holstein,DEF0,Germany
Hasselberg,54.7107,9.96059,4900,21462.0,Germany,,,Germany
Husby,54.7576,9.58451,4000,17520.0,Germany,Schleswig-Holstein,DEF0,Germany
Langballig,54.8059,9.65912,4000,17520.0,Germany,Schleswig-Holstein,DEF0,Germany
Eggebek/Langstedt,54.6121,9.36778,5500,24090.0,Germany,Schleswig-Holstein,DEF0,Germany
Schafflund,54.7579,9.16298,7000,30660.0,Germany,Schleswig-Holstein,DEF0,Germany
Sörup,54.7103,9.63524,4000,17520.0,Germany,Schleswig-Holstein,DEF0,Germany
Flintholm,54.7635,9.80011,3500,15330.0,Germany,,,Germany
Tarp,54.6688,9.41356,6100,26718.0,Germany,Schleswig-Holstein,DEF0,Germany
Wanderup,54.6832,9.34215,4000,17520.0,Germany,Schleswig-Holstein,DEF0,Germany
Freienwill,54.732,9.49818,2700,11826.0,Germany,Schleswig-Holstein,DEF0,Germany
Bad Bramstedt,53.9199,9.87111,54000,236520.0,Germany,Schleswig-Holstein,DEF0,Germany
Bad Segeberg,53.9189,10.2951,82500,361350.0,Germany,Schleswig-Holstein,DEF0,Germany
Boostedt,54.0128,10.0112,7000,30660.0,Germany,Schleswig-Holstein,DEF0,Germany
Bornhöved,54.0672,10.2391,6000,26280.0,Germany,Schleswig-Holstein,DEF0,Germany
Großenaspe,53.9764,9.94801,4000,17520.0,Germany,Schleswig-Holstein,DEF0,Germany
Hartenholm,53.8936,10.0566,4000,17520.0,Germany,Schleswig-Holstein,DEF0,Germany
Lentföhrden,53.8712,9.89812,3620,15855.6,Germany,Schleswig-Holstein,DEF0,Germany
Neversdorf,53.8642,10.3027,8200,35916.0,Germany,Schleswig-Holstein,DEF0,Germany
Rickling,53.9963,10.1577,4200,18396.0,Germany,Schleswig-Holstein,DEF0,Germany
Schmalfeld,53.8839,9.97116,3000,13140.0,Germany,Schleswig-Holstein,DEF0,Germany
Seth,53.8509,10.1593,2600,11388.0,Germany,Schleswig-Holstein,DEF0,Germany
Sülfeld,53.8014,10.2379,3000,13140.0,Germany,Schleswig-Holstein,DEF0,Germany
Trappenkamp,54.0214,10.2228,14000,61320.0,Germany,Schleswig-Holstein,DEF0,Germany
Beidenfleth,53.8622,9.41943,2690,11782.2,Germany,Schleswig-Holstein,DEF0,Germany
Krempe,53.8388,9.4784,5400,23652.0,Germany,Schleswig-Holstein,DEF0,Germany
Brokstedt,53.9952,9.81028,4000,17520.0,Germany,Schleswig-Holstein,DEF0,Germany
Glückstadt-Nord,53.7994,9.40719,20000,87600.0,Germany,,,Germany
Hohenlockstedt,53.9643,9.58988,11500,50370.0,Germany,Schleswig-Holstein,DEF0,Germany
Itzehoe,53.9268,9.4809,60000,262800.0,Germany,Schleswig-Holstein,DEF0,Germany
Kellinghusen,53.9429,9.71392,42000,183960.0,Germany,Schleswig-Holstein,DEF0,Germany
Kremperheide,53.8759,9.49087,3500,15330.0,Germany,Schleswig-Holstein,DEF0,Germany
Lägerdorf,53.8798,9.58992,9200,40296.0,Germany,Schleswig-Holstein,DEF0,Germany
Schenefeld,54.0385,9.47196,3800,16644.0,Germany,Schleswig-Holstein,DEF0,Germany
Wacken,54.0127,9.37267,3000,13140.0,Germany,Schleswig-Holstein,DEF0,Germany
Wrist,53.9338,9.74073,3500,15330.0,Germany,Schleswig-Holstein,DEF0,Germany
Ahrensburg,53.6872,10.2288,49000,214620.0,Germany,Schleswig-Holstein,DEF0,Germany
Bad Oldesloe,53.8106,10.3888,40000,175200.0,Germany,Schleswig-Holstein,DEF0,Germany
Bargteheide,53.7326,10.2406,42500,186150.0,Germany,Schleswig-Holstein,DEF0,Germany
DE-Großensee,53.6058,10.3445,2500,10950.0,Germany,Schleswig-Holstein,DEF0,Germany
Reinfeld,53.8207,10.4752,24400,106872.0,Germany,Schleswig-Holstein,DEF0,Germany
Trittau,53.5931,10.4085,37400,163812.0,Germany,Schleswig-Holstein,DEF0,Germany
Mollhagen-Kahlenredder,53.7083,10.3723,3700,16206.0,Germany,Schleswig-Holstein,DEF0,Germany
Klärwerksverbund Köhlbrandhöft Dradenau,53.5205,9.91562,2900000,12702000.0,Germany,Hamburg,DE60,Germany
1010002017 KA Braunschweig,52.3217,10.4444,275000,1204500.0,Germany,Braunschweig,DE91,Germany
1020002016 KA Salzgitter-Nord,52.1883,10.3681,150000,657000.0,Germany,Braunschweig,DE91,Germany
1020002009 KA Salzgitter-Bad,52.0526,10.3829,35000,153300.0,Germany,Braunschweig,DE91,Germany
1030002015 KA Wolfsburg,52.4701,10.8015,170000,744600.0,Germany,Braunschweig,DE91,Germany
1030002006 KA Hattorf,52.3524,10.7541,9900,43362.0,Germany,Braunschweig,DE91,Germany
1510092119 KA Gifhorn,52.4776,10.5338,95000,416100.0,Germany,Braunschweig,DE91,Germany
1510252073 KA Sassenburg,52.4997,10.6051,15000,65700.0,Germany,Braunschweig,DE91,Germany
1510402031 KA Wittingen,52.7321,10.7157,24000,105120.0,Germany,Braunschweig,DE91,Germany
1514032016 KA Hankensbüttel,52.7237,10.6155,41500,181770.0,Germany,Braunschweig,DE91,Germany
1514042084 KA Isenbüttel,52.4452,10.552,19500,85410.0,Germany,Braunschweig,DE91,Germany
1514052075 KA Müden-Flettmar,52.5382,10.3276,17000,74460.0,Germany,Braunschweig,DE91,Germany
1514052074 KA Leiferde,52.4558,10.445,6000,26280.0,Germany,Braunschweig,DE91,Germany
1514072049 KA Wesendorf,52.584,10.5398,13000,56940.0,Germany,Braunschweig,DE91,Germany
1590012001 KA Adelebsen,51.5747,9.74929,12000,52560.0,Germany,Braunschweig,DE91,Germany
1590072001 KA Bovenden,51.5938,9.92094,14000,61320.0,Germany,Braunschweig,DE91,Germany
1590102001 KA Duderstadt,51.522,10.2359,31800,139284.0,Germany,Braunschweig,DE91,Germany
1590162001 KA Göttingen,51.5541,9.9162,205000,897900.0,Germany,Braunschweig,DE91,Germany
1590172001 KA Hann. Münden,51.4259,9.64199,45000,197100.0,Germany,Kassel,DE73,Germany
1590172002 KA Hedemünden,51.3878,9.75168,5350,23433.0,Germany,Braunschweig,DE91,Germany
1590342002 KA Speele,51.3842,9.56071,4100,17958.0,Germany,Kassel,DE73,Germany
1590342003 KA Uschlag,51.3268,9.60933,9500,41610.0,Germany,Kassel,DE73,Germany
1590242001 KA Niemetal,51.526,9.68019,8000,35040.0,Germany,Kassel,DE73,Germany
1590142002 KA Gieboldehausen,51.6152,10.2123,13000,56940.0,Germany,Braunschweig,DE91,Germany
1590282003 KA Rollshausen,51.5784,10.2131,15000,65700.0,Germany,Braunschweig,DE91,Germany
1590302004 KA Rüdershausen,51.5817,10.2909,8600,37668.0,Germany,Braunschweig,DE91,Germany
1530022001 KA Radauanger,51.9083,10.5437,40000,175200.0,Germany,Braunschweig,DE91,Germany
1530052005 KA Goslar Zentralkläranlage,51.9267,10.4976,98000,429240.0,Germany,Braunschweig,DE91,Germany
1534022005 KA Innerstetal,51.96,10.3406,70000,306600.0,Germany,Braunschweig,DE91,Germany
1530082001 KA Liebenburg-Ost,52.0383,10.4413,9500,41610.0,Germany,Braunschweig,DE91,Germany
1530082002 KA Liebenburg-West,52.0159,10.3631,4000,17520.0,Germany,Braunschweig,DE91,Germany
1530122001 KA Seesen,51.8803,10.1476,36000,157680.0,Germany,Braunschweig,DE91,Germany
1530132002 KA Wiedelah,51.9701,10.5975,15000,65700.0,Germany,Sachsen-Anhalt,DEE0,Germany
1534012001 KA Lutter,51.993,10.253,3800,16644.0,Germany,Braunschweig,DE91,Germany
1544042061 KA Bahrdorf,52.393,11.0112,7500,32850.0,Germany,Sachsen-Anhalt,DEE0,Germany
1540032050 KA Büddenstedt,52.1496,11.0492,4400,19272.0,Germany,Sachsen-Anhalt,DEE0,Germany
1544042042 KA Danndorf,52.4343,10.9313,5500,24090.0,Germany,Braunschweig,DE91,Germany
1544012035 KA Grasleben,52.3071,11.0349,8000,35040.0,Germany,Sachsen-Anhalt,DEE0,Germany
1540102002 KA Helmstedt,52.2369,10.9912,55000,240900.0,Germany,Sachsen-Anhalt,DEE0,Germany
1540132049 KA Königslutter,52.2682,10.8301,22000,96360.0,Germany,Braunschweig,DE91,Germany
1540142031 KA Lehre,52.329,10.6519,16500,72270.0,Germany,Braunschweig,DE91,Germany
1544012029 KA Mariental,52.2917,10.9835,3500,15330.0,Germany,Sachsen-Anhalt,DEE0,Germany
1540192048 KA Schöningen,52.1286,10.9796,20000,87600.0,Germany,Sachsen-Anhalt,DEE0,Germany
1544032001 KA Süpplingenburg,52.2502,10.8921,9930,43493.4,Germany,Braunschweig,DE91,Germany
1550012051 KA Bad Gandersheim,51.869,9.99108,23000,100740.0,Germany,Braunschweig,DE91,Germany
1550022015 KA Wahmbeck,51.6358,9.53407,5500,24090.0,Germany,Braunschweig,DE91,Germany
1550032012 KA Dassel,51.797,9.70381,15500,67890.0,Germany,Braunschweig,DE91,Germany
1550032011 KA Markoldendorf,51.8138,9.77605,9800,42924.0,Germany,Braunschweig,DE91,Germany
1550042007 KA Volksen,51.8129,9.90037,72000,315360.0,Germany,Braunschweig,DE91,Germany
1550062039 KA Sebexen,51.8083,10.0248,10000,43800.0,Germany,Braunschweig,DE91,Germany
1550072005 KA Elvershausen,51.6997,10.0897,23000,100740.0,Germany,Braunschweig,DE91,Germany
1550082047 KA Beulshausen,51.8625,9.94466,10000,43800.0,Germany,Braunschweig,DE91,Germany
1550092004 KA Moringen,51.6917,9.8811,6500,28470.0,Germany,Braunschweig,DE91,Germany
1550102002 KA Nörten-Hardenberg,51.6376,9.93356,25000,109500.0,Germany,Braunschweig,DE91,Germany
1550102001 KA Parensen,51.6141,9.90977,5500,24090.0,Germany,Braunschweig,DE91,Germany
1550112059 KA Northeim,51.7133,9.98303,75000,328500.0,Germany,Braunschweig,DE91,Germany
1550122053 KA Schoningen,51.621,9.65696,20000,87600.0,Germany,Braunschweig,DE91,Germany
1590042001 KA Neuhof,51.5697,10.5896,13500,59130.0,Germany,Thüringen,DEG0,Germany
1590192001 KA Herzberg,51.658,10.3209,25000,109500.0,Germany,Braunschweig,DE91,Germany
1590192003 KA Scharzfeld,51.6305,10.3534,42000,183960.0,Germany,Braunschweig,DE91,Germany
1590262001 KA Osterode,51.7403,10.2207,45000,197100.0,Germany,Braunschweig,DE91,Germany
1590262002 KA Förste,51.7267,10.1606,19750,86505.0,Germany,Braunschweig,DE91,Germany
1590392001 KA Wulften,51.6552,10.1619,12000,52560.0,Germany,Braunschweig,DE91,Germany
1590362001 KA Walkenried,51.5775,10.6258,16000,70080.0,Germany,Thüringen,DEG0,Germany
1570012001 KA Abbensen,52.3889,10.1837,3500,15330.0,Germany,Hannover,DE92,Germany
1570012003 KA Edemissen,52.3775,10.2647,8800,38544.0,Germany,Braunschweig,DE91,Germany
1570022002 KA Soßmar,52.2346,10.055,12000,52560.0,Germany,Hannover,DE92,Germany
1570022001 KA Mehrum,52.3099,10.0946,7000,30660.0,Germany,Braunschweig,DE91,Germany
1570092011 KA Gr. Lafferde,52.2191,10.2306,3500,15330.0,Germany,Braunschweig,DE91,Germany
1570092012 KA Münstedt,52.2614,10.2781,4000,17520.0,Germany,Braunschweig,DE91,Germany
1570052001 KA Lengede,52.2142,10.2853,19900,87162.0,Germany,Braunschweig,DE91,Germany
1570062002 KA Peine,52.3342,10.1994,90000,394200.0,Germany,Braunschweig,DE91,Germany
1570072002 KA Wahle,52.279,10.3757,19500,85410.0,Germany,Braunschweig,DE91,Germany
1570092013 KA Gadenstedt,52.2488,10.1993,12500,54750.0,Germany,Braunschweig,DE91,Germany
1584022038 KA Baddeckenstedt,52.0883,10.2225,9800,42924.0,Germany,Braunschweig,DE91,Germany
1580062023 KA Weddel,52.2856,10.6406,10500,45990.0,Germany,Braunschweig,DE91,Germany
1580062037 KA Cremlingen,52.2506,10.6362,7000,30660.0,Germany,Braunschweig,DE91,Germany
1584012032 KA Kissenbrück,52.1097,10.5724,7500,32850.0,Germany,Braunschweig,DE91,Germany
1584012035 KA Gr. Biewende,52.1032,10.6217,4430,19403.4,Germany,Braunschweig,DE91,Germany
1584012022 KA Wittmar,52.1315,10.633,4500,19710.0,Germany,Braunschweig,DE91,Germany
1580372001 KA Wolfenbüttel,52.1724,10.5314,98000,429240.0,Germany,Braunschweig,DE91,Germany
1584042029 KA Schladen,52.0291,10.5477,14000,61320.0,Germany,Braunschweig,DE91,Germany
1584052004 KA Schöppenstedt,52.1411,10.7602,18000,78840.0,Germany,Braunschweig,DE91,Germany
1584062025 KA Sickte,52.2067,10.6263,21000,91980.0,Germany,Braunschweig,DE91,Germany
2530002102 KA Herrenhausen,52.3968,9.66148,500000,2190000.0,Germany,Hannover,DE92,Germany
2510072012 KA Bassum,52.8631,8.70744,21500,94170.0,Germany,Hannover,DE92,Germany
2510122005 KA Diepholz,52.6157,8.38322,35000,153300.0,Germany,Hannover,DE92,Germany
2514072008 KA Ehrenburg,52.7399,8.70706,3000,13140.0,Germany,Hannover,DE92,Germany
2514042009 KA Kirchdorf,52.6035,8.84614,5000,21900.0,Germany,Hannover,DE92,Germany
2510222011 KA Lembruch,52.5362,8.36605,17500,76650.0,Germany,Hannover,DE92,Germany
2514052013 KA Rehden,52.596,8.45796,12000,52560.0,Germany,Hannover,DE92,Germany
2514072014 KA Siedenburg,52.6886,8.92632,7500,32850.0,Germany,Hannover,DE92,Germany
2510402010 KA Sulingen,52.6711,8.80288,21000,91980.0,Germany,Hannover,DE92,Germany
2510412018 KA Syke,52.9204,8.82222,49500,216810.0,Germany,Hannover,DE92,Germany
2510422015 KA Twistringen,52.8019,8.65748,20000,87600.0,Germany,Hannover,DE92,Germany
2510442017 KA Wagenfeld,52.554,8.57528,25000,109500.0,Germany,Hannover,DE92,Germany
2514022003 KA Barnstorf,52.7203,8.50409,18500,81030.0,Germany,Hannover,DE92,Germany
2520022013 KA Bad Münder,52.1869,9.47437,21500,94170.0,Germany,Hannover,DE92,Germany
2520022006 KA Eimbeckhausen,52.238,9.40407,10000,43800.0,Germany,Hannover,DE92,Germany
2520032012 KA Bad Pyrmont,51.9805,9.2859,65000,284700.0,Germany,Hannover,DE92,Germany
2520042010 KA Coppenbrügge,52.1297,9.54091,6000,26280.0,Germany,Hannover,DE92,Germany
2520052009 KA Emmerthal,52.0515,9.38592,23000,100740.0,Germany,Hannover,DE92,Germany
2520062001 KA Hameln,52.1229,9.32971,200000,876000.0,Germany,Hannover,DE92,Germany
2520072004 KA Hessisch Oldendorf,52.1739,9.17864,35000,153300.0,Germany,Hannover,DE92,Germany
2520082007 KA Salzhemmendorf,52.099,9.67885,24000,105120.0,Germany,Hannover,DE92,Germany
2530012129 KA Barsinghausen,52.3475,9.50293,67000,293460.0,Germany,Hannover,DE92,Germany
2530022035 KA Burgdorf,52.4509,10.028,35000,153300.0,Germany,Hannover,DE92,Germany
2530032021 KA Großburgwedel,52.512,9.83942,27000,118260.0,Germany,Hannover,DE92,Germany
2530092152 KA Langenhagen,52.4436,9.76534,150000,657000.0,Germany,Hannover,DE92,Germany
2530102026 KA Lehrte,52.392,10.0099,48000,210240.0,Germany,Hannover,DE92,Germany
2530102177 KA Ahlten,52.3674,9.89541,9900,43362.0,Germany,Hannover,DE92,Germany
2530102176 KA Hämelerwald,52.3452,10.1051,5000,21900.0,Germany,Hannover,DE92,Germany
2530102175 KA Sievershausen,52.3743,10.1374,4200,18396.0,Germany,Hannover,DE92,Germany
2530112024 KA Neustadt,52.5283,9.46466,41000,179580.0,Germany,Hannover,DE92,Germany
2530112174 KA Basse,52.5622,9.50349,15000,65700.0,Germany,Hannover,DE92,Germany
2530112110 KA Helstorf,52.5916,9.59988,8500,37230.0,Germany,Hannover,DE92,Germany
2530122172 KA Pattensen,52.2707,9.77347,22000,96360.0,Germany,Hannover,DE92,Germany
2530142095 KA Gümmerwald,52.4153,9.51037,750000,3285000.0,Germany,Hannover,DE92,Germany
2530152013 KA Sehnde,52.3239,9.9799,46000,201480.0,Germany,Hannover,DE92,Germany
2530162010 KA Springe,52.2051,9.5668,33000,144540.0,Germany,Hannover,DE92,Germany
2530162140 KA Eldagsen,52.1788,9.69698,15000,65700.0,Germany,Hannover,DE92,Germany
2530162141 KA Bennigsen,52.2361,9.69466,12000,52560.0,Germany,Hannover,DE92,Germany
2530172166 KA Dollbergen,52.4164,10.1906,9999,43795.62,Germany,Hannover,DE92,Germany
2530172171 KA Uetze,52.482,10.2108,20000,87600.0,Germany,Hannover,DE92,Germany
2530172170 KA Hänigsen,52.4976,10.1165,11000,48180.0,Germany,Hannover,DE92,Germany
2530182031 KA Bissendorf,52.5155,9.7543,35000,153300.0,Germany,Hannover,DE92,Germany
2530182165 KA Resse,52.5009,9.62036,5000,21900.0,Germany,Hannover,DE92,Germany
2530192164 KA Evestorf,52.2773,9.62971,17500,76650.0,Germany,Hannover,DE92,Germany
2530202128 KA Wunstorf,52.4404,9.46995,77500,339450.0,Germany,Hannover,DE92,Germany
2540022020 KA Alfeld,52.0207,9.79814,41800,183084.0,Germany,Hannover,DE92,Germany
2540022033 KA Delligsen,51.9452,9.82812,14000,61320.0,Germany,Hannover,DE92,Germany
2540032032 KA Algermissen,52.2658,9.95904,12000,52560.0,Germany,Hannover,DE92,Germany
2540052035 KA Alme-Riehe/Östrum,52.0373,9.9978,24000,105120.0,Germany,Hannover,DE92,Germany
Torres do Mondego,40.192079,-8.389952,3800,16644.0,Portugal,Centro (PT),PT19,Portugal
SIMRIA - Norte (Cacia),40.689936,-8.594896,272000,1191360.0,Portugal,Centro (PT),PT19,Portugal
SIMRIA - Sul (Ilhavo),40.604596,-8.709742,159700,699486.0,Portugal,Centro (PT),PT19,Portugal
S. Jacinto,40.670095,-8.732644,9377,41071.26,Portugal,Centro (PT),PT19,Portugal
Espinho,40.97466,-8.64795,194232,850736.16,Portugal,Norte,PT11,Portugal
2540052001 KA Groß Düngen,52.1033,10.0106,16000,70080.0,Germany,Hannover,DE92,Germany
2540082013 KA Bockenem,52.0457,10.1192,19500,85410.0,Germany,Hannover,DE92,Germany
2540142010 KA Elze,52.1228,9.75115,10000,43800.0,Germany,Hannover,DE92,Germany
2540172009 KA Giesen,52.2093,9.89016,19000,83220.0,Germany,Hannover,DE92,Germany
2540202037 KA Harsum,52.2162,9.95683,16000,70080.0,Germany,Hannover,DE92,Germany
2540212001 KA Hildesheim,52.1797,9.92479,240000,1051200.0,Germany,Hannover,DE92,Germany
